TITLE;Differential evolution variants;;;;;;;;;
FOCUS ON;;;;;;;;;;
EXPERIMENT TYPE;DEVariants;;;;;;;;;
PARAMETERS;;;;;;;;;;
normalization;Center;;;;;;;;;
pcaRecompositionThreshold;0.95;;;;;;;;;
component;1;2;3;4;5;6;7;8;;
type;RandomNormal;RandomUniform;RandomNormal;RandomNormal;RandomNormal;RandomUniform;RandomWeibull;RandomWeibull;;
p1;0;0;0;0;0;0;0;0;;
p2;15;10;10;10;10;5;0.2;5;;
RESULTS;;;;;;;;;;
COMMON;;;;;;;;;;
distance;;;;;;;;;;
which;A;T;C;;;;;;;
plain;12.339;1.0304;1.6555;;;;;;;
PCA;232.56;0.0088295;6.9217;;;;;;;
PCA;;;;;;;;;;
weights;0.000036201;1.7316E-006;0.000041148;0.000033372;0.000025605;1.9338E-007;0.081678;0.000000006;3.262E-008;
differential evolutions parameters, by distance type;;;;;;;;;;
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;;
30965;9.096;9.3727;4;1.2;1;150;125;T;0.0015781;
32832;3.2731;3.3727;5;1.2;1;10;30;T;0.0015821;
35246;5.3991;5.5634;6;1.5;1;100;75;T;0.0015842;
29752;3.4206;3.5247;4;0.5;1;100;30;T;0.0015884;
29001;3.9054;4.0242;3;1.2;1;150;75;T;0.0015891;
16442;2.8255;4.6777;3;0.85;1;125;50;C;0.0015893;
16825;3.3573;5.5581;3;1;1;100;125;C;0.0015927;
28819;8.004;8.2476;3;1.2;0.75;10;100;T;0.0015935;
34801;3.7891;3.9044;6;1.2;1;10;150;T;0.0015969;
30491;2.1883;2.2549;4;1;1;30;10;T;0.0016002;
34560;10.757;11.085;6;1.2;0.25;100;75;T;0.0016011;
29810;8.4917;8.7501;4;0.5;1;150;150;T;0.0016013;
35233;5.7051;5.8787;6;1.5;1;75;100;T;0.0016026;
24281;4.258;4.3876;1;0.85;1;125;50;T;0.0016027;
25734;3.8695;3.9872;2;0.5;0.75;75;150;T;0.0016041;
30536;5.5219;5.6899;4;1;1;75;150;T;0.0016045;
28503;8.4586;8.7159;3;1;0.75;150;10;T;0.001612;
28031;6.3184;6.5107;3;0.85;0.75;10;50;T;0.0016125;
27069;10.13;10.438;2;1.5;0.25;30;75;T;0.0016137;
30185;5.0105;5.1629;4;1;0.25;10;30;T;0.0016191;
33301;6.2321;6.4217;5;1.5;1;125;100;T;0.0016207;
33270;4.3183;4.4497;5;1.5;1;75;50;T;0.0016241;
30469;12.893;13.285;4;1;0.75;150;50;T;0.0016305;
12840;2.1691;3.591;1;1;1;10;30;C;0.0016316;
34841;8.4344;8.691;6;1.2;1;75;100;T;0.0016333;
31485;2.9883;3.0792;5;0.5;0.5;50;10;T;0.0016356;
30899;5.5979;5.7682;4;1.2;1;30;150;T;0.0016381;
26492;11.546;11.898;2;1;0.75;30;150;T;0.0016411;
28837;9.4209;9.7076;3;1.2;0.75;30;125;T;0.0016416;
24220;2.4143;2.4878;1;0.85;1;30;10;T;0.0016427;
33193;3.7597;3.874;5;1.5;0.75;125;10;T;0.0016463;
34347;10.491;10.81;6;1;0.75;75;50;T;0.0016482;
25190;10.031;10.337;1;1.5;0.5;10;50;T;0.0016489;
26491;9.0181;9.2925;2;1;0.75;50;30;T;0.0016514;
32552;6.6012;6.802;5;1.2;0.25;30;30;T;0.0016554;
25051;4.1958;4.3234;1;1.2;1;100;50;T;0.0016649;
31562;7.8577;8.0967;5;0.5;0.75;10;75;T;0.0016665;
34128;13.192;13.594;6;1;0.25;30;100;T;0.0016674;
27541;7.712;7.9467;3;0.5;0.5;10;50;T;0.0016703;
28059;13.933;14.357;3;0.85;0.75;30;150;T;0.0016703;
34391;12.407;12.784;6;1;0.75;150;75;T;0.0016722;
28457;14.288;14.722;3;1;0.75;50;100;T;0.0016752;
30794;13.895;14.318;4;1.2;0.75;30;75;T;0.001679;
24748;14.006;14.432;1;1.2;0.25;75;100;T;0.0016809;
27562;12.568;12.951;3;0.5;0.5;30;100;T;0.001683;
34871;6.5452;6.7444;6;1.2;1;125;125;T;0.001683;
23804;6.7742;6.9803;1;0.5;0.75;150;30;T;0.0016845;
31969;12.355;12.73;5;0.85;0.75;30;75;T;0.0016889;
27948;11.014;11.349;3;0.85;0.5;30;30;T;0.0016892;
32270;3.7161;3.8292;5;1;0.5;50;10;T;0.0016898;
17600;3.3139;5.4862;3;1.5;1;100;30;C;0.0016902;
32098;5.5523;5.7212;5;0.85;1;75;100;T;0.001691;
23533;2.9041;2.9925;1;0.5;0.25;30;10;T;0.001694;
28959;3.803;3.9187;3;1.2;1;75;75;T;0.0016977;
34004;15.6;16.075;6;0.85;0.75;150;125;T;0.001706;
34676;15.862;16.345;6;1.2;0.5;125;125;T;0.0017089;
27446;8.6503;8.9135;3;0.5;0.25;10;75;T;0.0017148;
30106;3.5773;3.6861;4;0.85;1;30;50;T;0.0017159;
30885;2.4063;2.4795;4;1.2;1;30;10;T;0.0017163;
31215;15.57;16.044;4;1.5;0.75;75;100;T;0.0017167;
25471;5.2967;5.4579;1;1.5;1;150;50;T;0.0017168;
31740;3.3759;3.4786;5;0.5;1;150;30;T;0.0017182;
24520;11.989;12.354;1;1;0.75;30;50;T;0.0017184;
32314;7.2822;7.5038;5;1;0.5;125;30;T;0.0017204;
29965;9.7099;10.005;4;0.85;0.5;125;50;T;0.0017222;
27595;15.284;15.749;3;0.5;0.5;75;150;T;0.0017224;
29808;5.2286;5.3877;4;0.85;0.25;30;30;T;0.001724;
27703;8.5869;8.8482;3;0.5;0.75;100;125;T;0.0017244;
30683;14.289;14.724;4;1.2;0.5;10;125;T;0.0017244;
26210;3.6393;3.7501;2;0.85;1;75;30;T;0.0017245;
34905;8.9572;9.2297;6;1.2;1;150;150;T;0.0017268;
28828;11.847;12.207;3;1.2;0.75;30;30;T;0.0017336;
31212;10.146;10.455;4;1.5;0.75;75;50;T;0.001734;
32625;9.4542;9.7419;5;1.2;0.25;150;50;T;0.0017353;
27817;4.6603;4.8021;3;0.5;1;150;10;T;0.0017372;
28822;6.8316;7.0394;3;1.2;0.75;10;125;T;0.001738;
32205;11.294;11.638;5;1;0.25;100;50;T;0.001738;
27977;15.263;15.727;3;0.85;0.5;75;50;T;0.0017394;
26658;6.0858;6.2709;2;1.2;0.25;10;30;T;0.0017395;
24943;15.897;16.381;1;1.2;0.75;75;100;T;0.0017404;
28063;15.449;15.919;3;0.85;0.75;50;75;T;0.0017413;
28104;12.924;13.317;3;0.85;0.75;125;50;T;0.0017465;
30647;6.5395;6.7385;4;1.2;0.25;125;30;T;0.0017466;
26018;14.08;14.508;2;0.85;0.5;75;50;T;0.0017477;
32252;17.124;17.645;5;1;0.5;10;125;T;0.0017482;
25349;12.682;13.068;1;1.5;0.75;100;100;T;0.0017488;
31325;5.4153;5.5801;4;1.5;1;100;75;T;0.0017489;
18816;3.7642;6.2318;4;1;1;150;125;C;0.0017498;
34674;12.778;13.167;6;1.2;0.5;125;100;T;0.0017568;
25291;11.048;11.384;1;1.5;0.75;10;100;T;0.0017586;
26422;13.768;14.187;2;1;0.5;100;30;T;0.0017598;
33921;3.1746;3.2712;6;0.85;0.75;30;10;T;0.0017613;
26719;15.211;15.674;2;1.2;0.25;100;75;T;0.0017653;
16793;3.8882;6.437;3;1;1;50;75;C;0.0017659;
25934;11.281;11.624;2;0.85;0.25;100;50;T;0.0017661;
25191;10.938;11.271;1;1.5;0.5;10;75;T;0.0017662;
26635;5.1178;5.2735;2;1;1;125;75;T;0.0017682;
27064;15.992;16.479;2;1.2;1;150;150;T;0.0017684;
31571;6.6253;6.8268;5;0.5;0.75;30;30;T;0.0017689;
24858;13.111;13.509;1;1.2;0.5;100;75;T;0.0017713;
27126;11.884;12.246;2;1.5;0.25;125;75;T;0.001774;
25548;12.146;12.515;2;0.5;0.25;100;125;T;0.0017743;
24741;6.9019;7.1119;1;1.2;0.25;75;30;T;0.0017758;
28233;14.695;15.142;3;1;0.25;10;125;T;0.0017758;
23964;16.388;16.887;1;0.85;0.25;75;100;T;0.0017774;
27157;15.651;16.127;2;1.5;0.5;10;150;T;0.0017774;
27366;14.685;15.131;2;1.5;1;30;100;T;0.0017796;
29707;2.2975;2.3674;4;0.5;1;10;150;T;0.0017804;
33103;13.267;13.671;5;1.5;0.5;125;75;T;0.0017871;
27294;14.596;15.04;2;1.5;0.75;75;75;T;0.0017895;
25305;9.1406;9.4187;1;1.5;0.75;30;75;T;0.0017936;
19135;4.0221;6.6588;4;1.2;1;30;125;C;0.0017936;
26421;15.826;16.307;2;1;0.5;100;30;T;0.0017938;
29704;2.5821;2.6607;4;0.5;1;10;125;T;0.0017967;
25641;10.304;10.618;2;0.5;0.5;100;75;T;0.0017989;
25044;10.035;10.34;1;1.2;1;75;125;T;0.0017995;
27578;16.261;16.756;3;0.5;0.5;50;125;T;0.0017997;
30751;14.842;15.293;4;1.2;0.5;125;75;T;0.0018029;
34704;13.42;13.829;6;1.2;0.75;10;150;T;0.0018043;
26134;15.761;16.241;2;0.85;0.75;100;100;T;0.0018052;
24974;17.188;17.711;1;1.2;0.75;125;125;T;0.0018082;
34031;5.6055;5.776;6;0.85;1;30;125;T;0.0018101;
27378;12.888;13.281;2;1.5;1;50;75;T;0.0018134;
28879;13.443;13.852;3;1.2;0.75;100;125;T;0.0018141;
28102;14.381;14.818;3;0.85;0.75;100;150;T;0.0018152;
29825;8.1838;8.4328;4;0.85;0.25;50;50;T;0.0018167;
34564;15.332;15.799;6;1.2;0.25;100;125;T;0.0018167;
30980;16.278;16.773;4;1.5;0.25;10;150;T;0.0018178;
32809;14.575;15.019;5;1.2;0.75;125;75;T;0.0018181;
30776;8.6259;8.8883;4;1.2;0.75;10;50;T;0.0018233;
34198;13.85;14.271;6;1;0.25;150;100;T;0.0018238;
30331;16.336;16.833;4;1;0.5;75;75;T;0.00183;
24315;8.4171;8.6732;1;0.85;1;150;150;T;0.0018307;
27573;13.058;13.456;3;0.5;0.5;50;75;T;0.0018309;
28122;16.39;16.888;3;0.85;0.75;150;100;T;0.001832;
31972;16.586;17.09;5;0.85;0.75;30;100;T;0.0018359;
28662;12.476;12.855;3;1.2;0.25;75;30;T;0.001837;
29268;15.039;15.496;3;1.5;0.75;100;75;T;0.0018378;
33481;11.693;12.048;6;0.5;0.5;100;75;T;0.00184;
26549;15.582;16.056;2;1;0.75;150;50;T;0.0018402;
27623;15.918;16.403;3;0.5;0.5;125;150;T;0.0018404;
27631;15.74;16.219;3;0.5;0.5;150;100;T;0.0018409;
27447;12.912;13.305;3;0.5;0.25;10;100;T;0.0018425;
24573;6.8552;7.0638;1;1;0.75;125;30;T;0.0018444;
31668;2.615;2.6946;5;0.5;1;30;10;T;0.0018449;
25402;3.9187;4.0379;1;1.5;1;30;50;T;0.0018451;
34522;14.677;15.124;6;1.2;0.25;30;125;T;0.0018453;
27141;15.458;15.928;2;1.5;0.25;150;100;T;0.0018457;
30367;8.4908;8.7492;4;1;0.5;150;30;T;0.0018468;
29265;14.425;14.864;3;1.5;0.75;100;50;T;0.0018477;
30766;15.414;15.883;4;1.2;0.5;150;75;T;0.001851;
30040;16.219;16.712;4;0.85;0.75;75;100;T;0.0018523;
32551;5.1314;5.2876;5;1;1;150;150;T;0.0018531;
34970;13.696;14.112;6;1.5;0.25;125;125;T;0.0018535;
25226;17.041;17.559;1;1.5;0.5;50;125;T;0.0018537;
28054;8.8142;9.0824;3;0.85;0.75;30;125;T;0.0018591;
35095;12.054;12.421;6;1.5;0.75;10;150;T;0.0018594;
24419;11.142;11.481;1;1;0.5;30;50;T;0.0018599;
32303;12.038;12.404;5;1;0.5;100;50;T;0.0018603;
33933;15.427;15.897;6;0.85;0.75;30;125;T;0.0018633;
34828;5.6936;5.8668;6;1.2;1;50;100;T;0.0018662;
28719;13.752;14.17;3;1.2;0.5;10;75;T;0.0018664;
25058;8.5862;8.8474;1;1.2;1;100;125;T;0.0018668;
27567;12.634;13.019;3;0.5;0.5;30;150;T;0.0018672;
28052;11.735;12.092;3;0.85;0.75;30;100;T;0.001871;
29478;14.299;14.734;4;0.5;0.25;125;75;T;0.0018733;
33961;16.256;16.751;6;0.85;0.75;75;125;T;0.001875;
27112;12.388;12.764;2;1.5;0.25;100;75;T;0.0018766;
25557;9.5076;9.7969;2;0.5;0.25;125;75;T;0.0018772;
23977;16.088;16.578;1;0.85;0.25;100;100;T;0.0018773;
28451;15.465;15.936;3;1;0.75;50;30;T;0.0018804;
34927;14.602;15.046;6;1.5;0.25;50;125;T;0.001882;
27090;3.5139;3.6208;2;1.5;0.25;75;10;T;0.0018868;
30586;16.316;16.813;4;1.2;0.25;10;125;T;0.0018877;
32014;17.364;17.892;5;0.85;0.75;100;100;T;0.0018887;
31974;18.255;18.81;5;0.85;0.75;30;125;T;0.0018897;
34200;17.3;17.827;6;1;0.25;150;125;T;0.0018906;
26522;16.36;16.858;2;1;0.75;100;50;T;0.0018912;
24109;4.1745;4.3015;1;0.85;0.75;10;30;T;0.0018914;
32347;9.6209;9.9136;5;1;0.75;10;100;T;0.0018916;
28905;14.61;15.055;3;1.2;0.75;150;100;T;0.0018937;
29996;14.49;14.931;4;0.85;0.75;10;100;T;0.0018939;
32656;14.646;15.092;5;1.2;0.5;30;75;T;0.0018954;
27604;15.842;16.324;3;0.5;0.5;100;100;T;0.001897;
28888;17.538;18.072;3;1.2;0.75;125;50;T;0.0018977;
26484;12.38;12.756;2;1;0.75;30;100;T;0.0018978;
34934;5.0541;5.2079;6;1.5;0.25;75;30;T;0.0018982;
28487;16.657;17.164;3;1;0.75;100;125;T;0.0018999;
25791;5.3888;5.5528;2;0.5;0.75;150;150;T;0.0019;
29161;7.516;7.7447;3;1.5;0.5;100;10;T;0.0019011;
30346;16.065;16.554;4;1;0.5;100;75;T;0.0019011;
23761;16.316;16.812;1;0.5;0.75;50;150;T;0.0019017;
29735;2.5113;2.5877;4;0.5;1;75;10;T;0.0019017;
34379;16.07;16.559;6;1;0.75;125;100;T;0.0019022;
28113;14.454;14.893;3;0.85;0.75;150;30;T;0.0019037;
28465;12.988;13.384;3;1;0.75;75;30;T;0.0019044;
30741;18.757;19.327;4;1.2;0.5;100;125;T;0.0019065;
32730;18.607;19.174;5;1.2;0.5;150;125;T;0.001907;
29437;15.666;16.143;4;0.5;0.25;50;100;T;0.0019107;
26413;18.996;19.574;2;1;0.5;75;100;T;0.0019122;
32723;10.533;10.853;5;1.2;0.5;150;50;T;0.0019132;
28075;17.119;17.639;3;0.85;0.75;75;50;T;0.0019133;
30390;10.111;10.418;4;1;0.75;10;125;T;0.0019146;
26381;14.313;14.748;2;1;0.5;30;50;T;0.0019147;
35067;12.683;13.069;6;1.5;0.5;125;125;T;0.0019177;
29257;11.809;12.168;3;1.5;0.75;75;125;T;0.0019183;
27629;17.165;17.688;3;0.5;0.5;150;75;T;0.0019193;
27953;17.748;18.288;3;0.85;0.5;30;100;T;0.0019205;
27373;9.5321;9.8221;2;1.5;1;50;30;T;0.0019219;
28228;11.509;11.859;3;1;0.25;10;50;T;0.0019244;
35157;13.776;14.195;6;1.5;0.75;100;150;T;0.0019273;
26631;3.8997;4.0183;2;1;1;125;30;T;0.0019293;
30471;15.567;16.041;4;1;0.75;150;75;T;0.0019303;
28900;13.948;14.373;3;1.2;0.75;125;150;T;0.0019341;
29922;7.3351;7.5583;4;0.85;0.5;50;30;T;0.0019341;
27976;14.899;15.353;3;0.85;0.5;75;30;T;0.0019346;
27382;15.245;15.709;2;1.5;1;50;125;T;0.0019347;
27095;9.7571;10.054;2;1.5;0.25;75;50;T;0.0019348;
27602;15.209;15.672;3;0.5;0.5;100;75;T;0.0019354;
27684;8.9882;9.2617;3;0.5;0.75;75;50;T;0.0019363;
30927;9.1828;9.4622;4;1.2;1;75;150;T;0.0019368;
34111;12.974;13.369;6;1;0.25;10;100;T;0.0019368;
29349;6.1304;6.3169;3;1.5;1;75;50;T;0.0019371;
27632;15.682;16.159;3;0.5;0.5;150;100;T;0.0019377;
26101;13.891;14.313;2;0.85;0.75;50;50;T;0.0019405;
31498;18.587;19.152;5;0.5;0.5;50;125;T;0.0019423;
32364;16.82;17.332;5;1;0.75;30;100;T;0.0019434;
29224;10.891;11.222;3;1.5;0.75;30;50;T;0.0019444;
28498;16.268;16.763;3;1;0.75;125;75;T;0.0019448;
31512;18.48;19.042;5;0.5;0.5;75;125;T;0.0019449;
23667;13.751;14.169;1;0.5;0.5;75;75;T;0.0019456;
26223;7.1109;7.3272;2;0.85;1;100;30;T;0.0019465;
26160;15.913;16.397;2;0.85;0.75;150;75;T;0.0019468;
33147;14.768;15.217;5;1.5;0.75;30;100;T;0.0019507;
30682;13.89;14.313;4;1.2;0.5;10;100;T;0.0019513;
27617;17.135;17.656;3;0.5;0.5;125;100;T;0.0019515;
26437;16.705;17.213;2;1;0.5;125;50;T;0.0019546;
26875;16.201;16.694;2;1.2;0.75;30;100;T;0.0019558;
31118;17.008;17.525;4;1.5;0.5;75;100;T;0.0019558;
32012;15.514;15.986;5;0.85;0.75;100;75;T;0.0019562;
34107;8.3365;8.5901;6;1;0.25;10;50;T;0.0019563;
33037;16.395;16.894;5;1.5;0.5;10;150;T;0.0019571;
34262;18.843;19.416;6;1;0.5;75;150;T;0.0019588;
24218;2.4882;2.5639;1;0.85;1;10;150;T;0.0019598;
23873;4.0231;4.1455;1;0.5;1;100;30;T;0.00196;
34975;16.559;17.063;6;1.5;0.25;125;150;T;0.0019612;
30355;8.4492;8.7062;4;1;0.5;125;30;T;0.0019613;
30278;17.302;17.828;4;1;0.25;150;100;T;0.0019614;
27017;15.232;15.695;2;1.2;1;100;125;T;0.0019631;
30086;2.2094;2.2766;4;0.85;1;10;10;T;0.0019635;
23895;4.4709;4.6069;1;0.5;1;125;125;T;0.0019648;
28121;17.978;18.525;3;0.85;0.75;150;100;T;0.0019667;
26598;2.7962;2.8813;2;1;1;50;125;T;0.0019674;
30171;3.3902;3.4934;4;0.85;1;150;30;T;0.0019679;
29829;15.831;16.313;4;0.85;0.25;50;100;T;0.0019688;
28605;5.5574;5.7265;3;1;1;125;150;T;0.0019723;
33189;16.353;16.851;5;1.5;0.75;100;100;T;0.0019737;
26523;13.048;13.445;2;1;0.75;100;75;T;0.0019745;
31582;16.035;16.523;5;0.5;0.75;30;125;T;0.0019745;
33920;11.838;12.198;6;0.85;0.75;10;150;T;0.0019746;
27036;17.668;18.205;2;1.2;1;125;150;T;0.0019748;
25296;14.222;14.655;1;1.5;0.75;10;150;T;0.0019781;
32080;3.6248;3.7351;5;0.85;1;50;50;T;0.0019793;
26113;12.119;12.488;2;0.85;0.75;75;30;T;0.0019815;
23639;13.853;14.274;1;0.5;0.5;30;75;T;0.0019819;
26997;10.742;11.069;2;1.2;1;75;50;T;0.001983;
28118;15.823;16.305;3;0.85;0.75;150;50;T;0.0019835;
35136;9.8378;10.137;6;1.5;0.75;75;100;T;0.0019848;
26976;8.0437;8.2884;2;1.2;1;30;125;T;0.0019915;
24173;16.949;17.465;1;0.85;0.75;100;100;T;0.0019919;
26554;18.516;19.079;2;1;0.75;150;100;T;0.0019923;
26662;10.725;11.051;2;1.2;0.25;10;75;T;0.0019923;
33044;9.4773;9.7657;5;1.5;0.5;30;50;T;0.0019942;
28312;13.296;13.7;3;1;0.25;150;30;T;0.0019968;
27444;6.2489;6.4391;3;0.5;0.25;10;50;T;0.0019972;
34727;8.6233;8.8857;6;1.2;0.75;50;75;T;0.0019989;
26514;16.331;16.828;2;1;0.75;75;125;T;0.0019993;
25308;15.799;16.279;1;1.5;0.75;30;100;T;0.0019998;
24452;17.076;17.595;1;1;0.5;75;75;T;0.0020007;
31899;14.083;14.511;5;0.85;0.5;75;75;T;0.0020012;
23973;10.338;10.653;1;0.85;0.25;100;50;T;0.0020023;
24843;13.464;13.874;1;1.2;0.5;75;75;T;0.002003;
29319;3.3001;3.4005;3;1.5;1;30;30;T;0.0020059;
30192;13.881;14.303;4;1;0.25;10;100;T;0.0020066;
27513;13.013;13.409;3;0.5;0.25;125;30;T;0.0020072;
23839;2.7215;2.8043;1;0.5;1;30;125;T;0.0020084;
32587;16.507;17.009;5;1.2;0.25;75;100;T;0.0020096;
27589;16.511;17.014;3;0.5;0.5;75;100;T;0.0020107;
28510;17.798;18.339;3;1;0.75;150;50;T;0.002014;
24834;18.001;18.549;1;1.2;0.5;50;125;T;0.0020147;
31368;9.5901;9.8819;5;0.5;0.25;10;100;T;0.0020152;
29816;13.892;14.315;4;0.85;0.25;30;100;T;0.0020198;
35012;13.098;13.496;6;1.5;0.5;30;125;T;0.002021;
24228;3.3924;3.4956;1;0.85;1;30;75;T;0.0020226;
27935;12.265;12.638;3;0.85;0.5;10;75;T;0.0020233;
31916;18.152;18.704;5;0.85;0.5;100;100;T;0.0020236;
28756;7.3787;7.6032;3;1.2;0.5;75;10;T;0.0020246;
31897;11.71;12.067;5;0.85;0.5;75;50;T;0.0020251;
26010;17.321;17.848;2;0.85;0.5;50;125;T;0.0020254;
25883;16.823;17.335;2;0.85;0.25;10;150;T;0.0020257;
34310;11.574;11.926;6;1;0.75;10;125;T;0.0020258;
24397;17.397;17.926;1;1;0.25;150;100;T;0.0020269;
31620;12.785;13.174;5;0.5;0.75;100;75;T;0.0020286;
29138;17.548;18.082;3;1.5;0.5;30;150;T;0.0020291;
16437;3.6527;6.0472;3;0.85;1;100;150;C;0.0020295;
34576;13.128;13.527;6;1.2;0.25;125;100;T;0.0020312;
28001;16.622;17.127;3;0.85;0.5;125;30;T;0.0020336;
26552;17.528;18.061;2;1;0.75;150;75;T;0.0020343;
29467;17.466;17.998;4;0.5;0.25;100;125;T;0.0020344;
27575;13.808;14.228;3;0.5;0.5;50;100;T;0.0020359;
23741;14.005;14.431;1;0.5;0.75;30;125;T;0.0020366;
28489;10.491;10.81;3;1;0.75;125;10;T;0.0020377;
27633;17.176;17.699;3;0.5;0.5;150;125;T;0.0020382;
33951;16.102;16.592;6;0.85;0.75;50;150;T;0.0020382;
27936;13.623;14.037;3;0.85;0.5;10;75;T;0.0020392;
34813;5.9971;6.1796;6;1.2;1;30;100;T;0.0020395;
31305;10.025;10.33;4;1.5;1;50;150;T;0.0020409;
32108;4.2556;4.3851;5;0.85;1;100;50;T;0.0020418;
32391;18.521;19.084;5;1;0.75;75;100;T;0.0020444;
24806;17.25;17.775;1;1.2;0.5;10;150;T;0.0020452;
29314;3.598;3.7075;3;1.5;1;10;150;T;0.0020452;
29285;18.716;19.285;3;1.5;0.75;125;125;T;0.0020457;
29904;2.7201;2.8029;4;0.85;0.5;30;10;T;0.0020482;
28512;18.205;18.759;3;1;0.75;150;75;T;0.0020488;
26279;7.8926;8.1328;2;1;0.25;30;30;T;0.0020505;
30627;15.835;16.317;4;1.2;0.25;75;100;T;0.0020512;
29028;13.191;13.593;3;1.5;0.25;30;50;T;0.0020539;
30865;15.642;16.118;4;1.2;0.75;150;100;T;0.0020543;
16009;2.9964;4.9606;3;0.5;1;50;75;C;0.0020553;
26695;18.152;18.704;2;1.2;0.25;50;125;T;0.0020566;
29347;3.1393;3.2348;3;1.5;1;75;30;T;0.0020575;
25001;3.911;4.03;1;1.2;1;10;150;T;0.0020576;
26217;6.0979;6.2834;2;0.85;1;75;100;T;0.0020622;
26400;19.264;19.85;2;1;0.5;50;100;T;0.0020622;
32646;16.806;17.317;5;1.2;0.5;10;150;T;0.002063;
28480;17.947;18.493;3;1;0.75;75;150;T;0.0020636;
28496;18.933;19.509;3;1;0.75;125;50;T;0.0020647;
28902;18.392;18.952;3;1.2;0.75;150;50;T;0.0020654;
30456;12.798;13.187;4;1;0.75;125;50;T;0.0020676;
27672;6.7884;6.995;3;0.5;0.75;50;75;T;0.0020691;
28484;18.426;18.987;3;1;0.75;100;75;T;0.0020695;
27129;17.06;17.579;2;1.5;0.25;125;125;T;0.0020699;
26385;18.05;18.599;2;1;0.5;30;100;T;0.0020702;
33201;13.368;13.775;5;1.5;0.75;125;75;T;0.0020746;
34914;13.728;14.146;6;1.5;0.25;30;125;T;0.0020768;
33006;12.542;12.923;5;1.5;0.25;125;75;T;0.0020769;
30371;12.252;12.625;4;1;0.5;150;50;T;0.0020787;
30608;6.2644;6.455;4;1.2;0.25;50;30;T;0.0020791;
24142;9.8076;10.106;1;0.85;0.75;50;50;T;0.002081;
34619;15.6;16.074;6;1.2;0.5;30;125;T;0.0020812;
31791;18.224;18.779;5;0.85;0.25;50;125;T;0.0020814;
30207;16.768;17.278;4;1;0.25;30;100;T;0.0020823;
29910;11.256;11.598;4;0.85;0.5;30;50;T;0.0020828;
34308;8.8208;9.0892;6;1;0.75;10;100;T;0.0020828;
33216;12.454;12.833;5;1.5;0.75;150;75;T;0.002083;
26507;15.853;16.335;2;1;0.75;75;50;T;0.0020841;
28410;18.894;19.469;3;1;0.5;125;150;T;0.0020856;
32172;3.1134;3.2081;5;1;0.25;50;10;T;0.0020868;
28976;6.4232;6.6186;3;1.2;1;100;100;T;0.002088;
27970;18.984;19.562;3;0.85;0.5;50;125;T;0.0020884;
33707;6.5885;6.7889;6;0.5;1;150;100;T;0.0020886;
33023;17.978;18.525;5;1.5;0.25;150;125;T;0.0020887;
32156;14.249;14.683;5;1;0.25;10;150;T;0.0020893;
23871;2.7693;2.8535;1;0.5;1;100;30;T;0.0020899;
32767;13.174;13.575;5;1.2;0.75;50;75;T;0.0020911;
33447;15.687;16.164;6;0.5;0.5;30;150;T;0.0020911;
32849;4.2186;4.347;5;1.2;1;30;50;T;0.002092;
32251;12.838;13.228;5;1;0.5;10;125;T;0.0020925;
27655;5.133;5.2892;3;0.5;0.75;30;50;T;0.0020929;
26860;12.69;13.076;2;1.2;0.75;10;100;T;0.0020935;
14832;2.8926;4.7887;2;1;1;50;50;C;0.0020937;
29186;19.092;19.673;3;1.5;0.5;125;100;T;0.002096;
33462;17.561;18.096;6;0.5;0.5;50;150;T;0.0020978;
33093;17.657;18.194;5;1.5;0.5;100;125;T;0.0020982;
33584;16.544;17.047;6;0.5;0.75;100;125;T;0.0020982;
33082;3.6845;3.7966;5;1.5;0.5;100;10;T;0.0020992;
34372;18.65;19.217;6;1;0.75;100;150;T;0.0020999;
29967;15.537;16.01;4;0.85;0.5;125;75;T;0.0021002;
28109;18.568;19.133;3;0.85;0.75;125;125;T;0.0021004;
32418;17.208;17.731;5;1;0.75;125;75;T;0.0021007;
24251;4.1535;4.2799;1;0.85;1;75;30;T;0.0021031;
26142;19.127;19.709;2;0.85;0.75;100;150;T;0.0021042;
27962;12.204;12.575;3;0.85;0.5;50;30;T;0.0021051;
31029;9.7552;10.052;4;1.5;0.25;100;50;T;0.0021067;
34584;17.058;17.577;6;1.2;0.25;125;150;T;0.0021095;
31887;17.43;17.96;5;0.85;0.5;50;100;T;0.0021107;
34330;17.699;18.237;6;1;0.75;30;150;T;0.0021108;
28810;19.051;19.63;3;1.2;0.5;150;125;T;0.0021112;
28094;14.543;14.985;3;0.85;0.75;100;100;T;0.0021126;
29284;18.815;19.388;3;1.5;0.75;125;100;T;0.0021145;
30327;7.3963;7.6213;4;1;0.5;75;30;T;0.0021152;
31131;16.837;17.349;4;1.5;0.5;100;100;T;0.0021173;
24046;14.206;14.638;1;0.85;0.5;50;75;T;0.0021177;
33318;8.6197;8.882;5;1.5;1;150;125;T;0.0021187;
29469;3.31;3.4107;4;0.5;0.25;125;10;T;0.0021196;
35060;15.54;16.013;6;1.5;0.5;100;150;T;0.0021203;
32713;18.126;18.678;5;1.2;0.5;125;100;T;0.0021209;
26957;5.2192;5.378;2;1.2;1;10;100;T;0.002122;
30601;18.202;18.756;4;1.2;0.25;30;125;T;0.0021228;
30465;9.8105;10.109;4;1;0.75;150;30;T;0.0021232;
27270;17.131;17.652;2;1.5;0.75;30;125;T;0.0021252;
